[accident] otherwise	0.000204905
"[accident] otherwise, or not stated"	0.000345261
"[violent death] otherwise, or not stated"	0.000658591
abdominal tuberculosis	0.000869354
abnormalities of blood pressure	7.27046E-05
abortion not returned as septic	2.61874E-05
"abortion, miscarriage"	0.000212026
abscess	0.000598176
accidental absorbtion of poisonous gas	0.000115317
accidental burns (conflagration excepted)	0.000444497
accidental drowning	0.000743126
"accidental fall, crushing, &c"	0.000720499
accidental falls	0.000522256
accidental gaseous poisoning	4.84697E-05
accidental haemorrhage	2.2512E-05
accidental haemorrhage of pregnancy	8.72915E-06
accidental haemorrhages of childbirth	3.44572E-06
accidental injury by firearms	2.54983E-05
accidental mechanical suffocation	0.000248206
accidents caused by machinery	3.04372E-05
accidents in - coal mines	0.000147592
accidents in - other mines	3.79029E-06
accidents in - quarries	7.92515E-06
accidents in coal mines	0.000148855
accidents in mines and quarries	9.38383E-05
accidents in other mines	6.432E-06
accidents in quarries	5.51315E-06
accidents on railways	0.000184576
accidents with - aircraft	2.06743E-06
accidents with - horsed vehicles	2.12486E-05
accidents with - motor vehicles	0.000457936
accidents with - other crushing accidents	5.55909E-05
accidents with - other vehicles	2.30863E-05
accidents with - railways	0.000104635
accidents with - tramways	1.96406E-05
accidents with fire ams	3.00926E-05
accidents with firearms	1.83772E-05
accidents with horses and vehicles	5.67395E-05
accidents with instruments and weapons	2.18229E-06
accidents with machinery	5.82326E-05
accidents with motor vehicles	0.000101993
accidents with tramways	3.5376E-05
acute alcoholism	2.69914E-05
acute bacterial endocarditis (b)	7.17858E-05
acute endocarditis	0.000558436
acute infect osteomyel and periostitis	8.74063E-05
acute miliary tuberculosis	9.06223E-05
acute myocarditis	0.000520992
acute nephritis	0.001799927
"acute nephritis, uraemia"	0.000765983
acute phthisis	0.000173664
acute poliomyelitis	1.6884E-05
acute poliomyelitis and polioncephaltis	2.90589E-05
"acute rheumatic heart conditions (a,b)"	6.32863E-05
acute yellow atrophy of liver	4.51389E-05
acute yellow atrophy of liver (not associated with pregnancy)	1.97554E-05
acute yellow atrophy of liver (post partum)	1.14857E-06
acute yellow atrophy of liver with pregnancy	3.79029E-06
addisons disease	4.44497E-05
addisons disease (not tuberculous)	1.33234E-05
addisons disease	1.1256E-05
age	0.015245456
ague	4.36457E-05
air transport accidents	2.11337E-05
albuminaria and nephritis of pregnancy	7.92515E-06
"albuminaria of pregnancy, eclampsia"	0.000129099
alcoholism	0.000187447
alcoholism - delirium tremens	3.28492E-05
alcoholism - intemperance	0.000126113
alcoholism (acute or chronic)	3.0552E-05
"alcoholism, delirium tremens"	0.000279448
aleukaemia (lymphadenoma)	7.3164E-05
"anaemia, chlorosis"	0.000542585
"anaemia, chlorosis, leucocythaemia"	0.000515249
"anaemia, leucocythaemia"	0.000480907
aneurism	0.000730377
aneurysm	0.000315742
aneurysm (heart and aorta excepted)	2.22823E-05
aneurysm (heart excepted)	0.000147247
angina pectoris	0.001256423
"ankylostomiasis, intestinal parasites (115)"	1.14857E-06
anthax (splenic fever)	1.37829E-06
anthrax	2.64172E-06
anuerysm of aorta	8.63726E-05
aortic valvular disease (without mitral)	0.000144261
apoplexy	0.010779693
"apoplexy, hemiplegia"	0.002311157
appendicitis	0.001297657
"appendicitis, typhilitis"	0.000486191
"appendiicitis, perityphilitis"	0.000337565
arterio-sclerosis	0.002193428
arterio-sclerosis (coron arter except)	0.000923337
arthritis	7.60355E-05
"arthritis, ostitis, periostitis"	0.000127836
"arthritis, periostitis"	4.84697E-05
ascites	0.000339633
"asphyxia at birth, atelectasis"	0.000240281
"asphyxia, suffocation (otherwise)"	6.96035E-05
asthma	0.00232092
atelectasis	0.000486995
atrophy	0.001312703
atrophy and debility	0.004013915
biliary calculi	0.00020881
bone disease	8.48795E-05
brain disease	0.002267626
"brain disease, etc"	0.000725323
brain tumour (not specific)	0.000155861
brights disease	0.003427454
brights disease (nephria)	0.000332397
bronchitis	0.051109044
bronchitis - otherwise undefined	0.001368638
bronchitis - with chronic nephritis secondary	1.09114E-05
bronchitis - with heart disease secondary	0.001160173
bronchitis (89)	0.005768359
broncho-pneumonia	0.011422319
bronchocele	2.64172E-06
building operations	4.41052E-05
burns and scalds	0.001554133
burns and scalds - conflagrations	5.28343E-06
burns and scalds - explosions	1.608E-05
burns and scalds - other burns and scalds	0.000384197
burns and scalds (166)	0.000461037
burns and scalds (178)	0.000346984
calculi of urinary passages	9.67098E-05
calculus	6.90292E-05
calculus (not biliary)	3.08966E-05
calculus (stone)	2.85994E-05
cancer	0.010186685
cancer - brain and nervous system	0.000114168
cancer - breast	0.001584225
cancer - buccal cavity and pharynx	0.00038236
"cancer - buccal cavity, pharynx"	0.000463449
cancer - digestive organs and peritoneum	0.005049352
"cancer - digestive organs, peritoneum"	0.005140434
cancer - male genital organs	0.00032206
cancer - male genito-urinary organs	0.000427613
cancer - other female genital organs	0.000461726
cancer - other or unspecified organs	0.00093735
cancer - respiratory organs	0.000601163
cancer - respiratory system	0.001050139
cancer - skin	0.000128181
cancer - skin (scrotum excepted)	0.000108425
cancer - urinary organs	0.000318154
cancer - uterus	0.001048876
"cancer, breast"	0.000657557
"cancer, buccal cavity"	0.000416817
"cancer, female genital organs"	0.00070775
"cancer, malignant disease (not otherwise defined)"	0.002242013
"cancer, other organs"	0.001480165
"cancer, peritoneum, intestine, rectum"	0.001716081
"cancer, skin"	9.55612E-05
"cancer, stomach and liver"	0.002544776
cancrum oris (noma)	6.31715E-06
carbuncle	0.000119566
"carbuncle, boil"	0.000103716
"carbuncle, boils"	2.06743E-05
carcinoma	0.006022538
cardiovascular degeneration	0.004791268
"caries, necrosis"	0.000634471
cause not specified	3.4572E-05
cause not specified (b)	3.15857E-05
causes not specified	0.000649747
causes not specified or ill-defined	0.000697872
"cellulitis, acute abscess"	0.000259807
cephalitis	0.002015859
cerebral abscess	6.65023E-05
cerebral embolism	0.000194338
cerebral embolism  and  thrombosis	0.002515373
cerebral embolism and thrombosis	0.000850058
"cerebral embolism, thrombosis"	0.000578306
"cerebral haemorrage, cerebral embolism or thrombosis"	0.002798266
cerebral haemorrhage	0.004701909
"cerebral haemorrhage, apoplexy"	0.015385352
cerebral softening	0.00019296
cerebral thrombosis	0.001612365
cerebral tumour	0.000336991
cerebro-spinal (meningococcal) meningitis	0.000125079
cerebro-spinal fever	0.000545112
cerebro-spinal meningitis	0.000311148
chickenpox	4.16932E-05
childbirth	0.000916216
childbirth (see puerperal fever)	0.00028163
cholecystitis	0.000226269
cholera	0.000520418
cholera nostras	8.95886E-06
chorea	0.00012887
"chron myocard, other myocardial disease"	0.003472248
"chronic brights disease, albuminuria"	0.001424344
